OMIM编码	英文名	中文译名
OMIM:243800	JOHANSON-BLIZZARD SYNDROME; JBS	Johanson-Blizzard综合征；JBS
OMIM:615872	CILIARY DYSKINESIA, PRIMARY, 29; CILD29	原发性睫状体运动障碍-29；CILD29
OMIM:146700	ICHTHYOSIS VULGARIS	寻常型鱼鳞病
OMIM:605803	DERMATITIS, ATOPIC, 2; ATOD2	异位性皮炎-2（ATOD2）
OMIM:609423	HUMAN IMMUNODEFICIENCY VIRUS TYPE 1, SUSCEPTIBILITY TO	1型易患型人免疫缺陷病毒
OMIM:606966	NEPHRONOPHTHISIS 4; NPHP4	肾结核4；NPHP4
OMIM:615551	EPISODIC PAIN SYNDROME, FAMILIAL, 2; FEPS2	家族阵发性疼痛综合征-2;PS2
OMIM:607060	PARKINSON DISEASE 8, AUTOSOMAL DOMINANT; PARK8	8型帕金森病，常染色体显性；PARK8
OMIM:146200	HYPOPARATHYROIDISM, FAMILIAL ISOLATED; FIH	家族性孤立甲状旁腺机能减退症（FIH）
OMIM:602088	NEPHRONOPHTHISIS 2; NPHP2	肾消耗病
OMIM:612674	POLYNEUROPATHY, HEARING LOSS, ATAXIA, RETINITIS PIGMENTOSA, AND CATARACT; PHARC	PHARC综合征
OMIM:261640	HYPERPHENYLALANINEMIA, BH4-DEFICIENT, A; HPABH4A	高苯丙氨酸血症, 四氢生物嘌呤缺乏，A；HPABH4A
OMIM:614976	CARPENTER SYNDROME 2; CRPT2	Carpenter综合征2 ；CRPT2
OMIM:226200	ENTEROKINASE DEFICIENCY	肠激酶缺乏症
OMIM:106190	ANHIDROSIS, ISOLATED, WITH NORMAL SWEAT GLANDS; ANHD	无汗症，单独发作，汗腺正常；ANHD
OMIM:222100	DIABETES MELLITUS, INSULIN-DEPENDENT; IDDM	胰岛素依赖型糖尿病 IDDM
OMIM:606658	SPINOCEREBELLAR ATAXIA 15; SCA15	脊髓小脑性共济失调症 15型；SCA15
OMIM:117360	SPINOCEREBELLAR ATAXIA 29; SCA29	脊髓小脑共济失调29；SCA29
OMIM:206700	GILLESPIE SYNDROME; GLSP	无虹膜，小脑共济失调性精神发育迟滞综合征
OMIM:615112	UROFACIAL SYNDROME 2; UFS2	UROFACIAL综合征2（UFS2）
OMIM:125310	CEREBRAL ARTERIOPATHY, AUTOSOMAL DOMINANT, WITH SUBCORTICAL INFARCTS AND LEUKOENCEPHALOPATHY, TYPE 1; CADASIL1	常染色体显性遗传性脑动脉病，伴皮质下梗死和白质脑病（CADASIL）
OMIM:615293	MYOFIBROMATOSIS, INFANTILE, 2; IMF2	婴幼儿肌纤维瘤病2; IMF2
OMIM:615715	BONE MARROW FAILURE SYNDROME 2; BMFS2	骨髓衰竭综合症-2；BMFS2
OMIM:200100	ABETALIPOPROTEINEMIA; ABL	无β脂质白血症；ABL
OMIM:605552	ABDOMINAL OBESITY-METABOLIC SYNDROME 1; AOMS1	腹部肥胖型代谢综合征-1（AOMS1）
OMIM:127750	DEMENTIA, LEWY BODY; DLB	路易体痴呆症（DLB）
OMIM:616260	TENORIO SYNDROME; TNORS	特诺里奥综合征
OMIM:310490	COWCHOCK SYNDROME; COWCK	COWCHOCK综合征（COWOK）
OMIM:300614	DEAFNESS, X-LINKED 5; DFNX5	5型伴X染色体型耳聋；DFNX5
OMIM:300816	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 6; COXPD6	6型氧化磷酸化偶联缺陷；COXPD6
OMIM:613953	CANDIDIASIS, FAMILIAL, 5; CANDF5	家族性念珠菌病-5；CANDF5
OMIM:615848	MELANOMA, CUTANEOUS MALIGNANT, SUSCEPTIBILITY TO, 10; CMM10	易感性皮肤恶性黑色素瘤-10；CMM10
OMIM:270550	SPASTIC ATAXIA, CHARLEVOIX-SAGUENAY TYPE; SACS	沙勒沃伊-沙格奈河痉挛性共济失调（ SACS）
OMIM:601665	OBESITY	肥胖
OMIM:178500	PULMONARY FIBROSIS, IDIOPATHIC; IPF	肺纤维化，特发性；IPF
OMIM:601665	OBESITY	肥胖
OMIM:225060	CLEFT LIP/PALATE-ECTODERMAL DYSPLASIA SYNDROME; CLPED1	唇裂腭裂--外胚叶发育不全综合征（CLPED1）
OMIM:607514	BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 10; BMIQ10	体质量指数数量性状基因座10
OMIM:615577	IMMUNODEFICIENCY, COMMON VARIABLE, 10; CVID10	常见变异型免疫缺陷症，10；CVID10
OMIM:615181	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 11; MDDGA11	肌营养不良-肌营养不良蛋白聚糖病A11型伴先天性脑眼异常
OMIM:615297	ADAMS-OLIVER SYNDROME 4; AOS4	亚当斯-奥利弗综合征4; AOS4
OMIM:122000	CORNEAL DYSTROPHY, POSTERIOR POLYMORPHOUS, 1; PPCD1	后部多形性角膜营养不良1
OMIM:609821	BLEEDING DISORDER, PLATELET-TYPE, 8; BDPLT8	血小板异常出血性疾病 8（BDPLT8）
OMIM:608224	DEAFNESS, AUTOSOMAL DOMINANT 41; DFNA41	失聪（常染色体显性遗传病）41；DFNA41
OMIM:609015	MITOCHONDRIAL TRIFUNCTIONAL PROTEIN DEFICIENCY; MTPD	线粒体三功能蛋白缺乏症；MTPD
OMIM:609015	MITOCHONDRIAL TRIFUNCTIONAL PROTEIN DEFICIENCY; MTPD	线粒体三功能蛋白缺乏症；MTPD
OMIM:609016	LONG-CHAIN 3-HYDROXYACYL-CoA DEHYDROGENASE DEFICIENCY	长链3-羟酰基辅酶A脱氢酶缺乏症
OMIM:614944	DEAFNESS, AUTOSOMAL RECESSIVE 84B; DFNB84B	常染色体隐性遗传性耳聋-84B；DFNB84B
OMIM:612936	SPASTIC PARAPLEGIA 50, AUTOSOMAL RECESSIVE; SPG50	常染色体隐性痉挛性截瘫-50（SPG50）
OMIM:607225	SPASTIC PARALYSIS, INFANTILE-ONSET ASCENDING; IAHSP	小儿上升性痉挛性瘫痪；IAHSP
OMIM:606353	PRIMARY LATERAL SCLEROSIS, JUVENILE; PLSJ	少年型原发性侧索硬化症（PLSJ）
OMIM:205100	AMYOTROPHIC LATERAL SCLEROSIS 2, JUVENILE; ALS2	小儿肌萎缩性脊髓侧索硬化症2；ALS2
OMIM:613642	CARDIOMYOPATHY, DILATED, 1GG; CMD1GG	扩张型心肌病1GG; CMD1GG
OMIM:252011	MITOCHONDRIAL COMPLEX II DEFICIENCY	线粒体复合物 II 缺乏
OMIM:256000	LEIGH SYNDROME; LS	LEIGH综合症
OMIM:614165	PARAGANGLIOMAS 5; PGL5	副神经节瘤5（PGL5）
OMIM:606864	PARAGANGLIOMA AND GASTRIC STROMAL SARCOMA	副神经节瘤合并胃间质肉瘤综合征
OMIM:606764	GASTROINTESTINAL STROMAL TUMOR; GIST	胃肠道间质瘤; GIST
OMIM:605373	PARAGANGLIOMAS 3; PGL3	副神经节瘤 3（PGL3）
OMIM:606864	PARAGANGLIOMA AND GASTRIC STROMAL SARCOMA	副神经节瘤合并胃间质肉瘤综合征
OMIM:115310	PARAGANGLIOMAS 4; PGL4	副神经节瘤4型（PGL4）
OMIM:171300	PHEOCHROMOCYTOMA	嗜铬细胞瘤
OMIM:606764	GASTROINTESTINAL STROMAL TUMOR; GIST	胃肠道间质瘤; GIST
OMIM:612359	COWDEN SYNDROME 2; CWS2	考登综合征2（CWS2）
OMIM:114900	CARCINOID TUMORS, INTESTINAL	肠类癌
OMIM:171300	PHEOCHROMOCYTOMA	嗜铬细胞瘤
OMIM:252011	MITOCHONDRIAL COMPLEX II DEFICIENCY	线粒体复合物 II 缺乏
OMIM:606864	PARAGANGLIOMA AND GASTRIC STROMAL SARCOMA	副神经节瘤合并胃间质肉瘤综合征
OMIM:168000	PARAGANGLIOMAS 1; PGL1	副神经节瘤1型（PGL1）
OMIM:615106	COWDEN SYNDROME 3; CWS3	COWDEN综合征3；CWS3
OMIM:614557	EHLERS-DANLOS SYNDROME WITH PROGRESSIVE KYPHOSCOLIOSIS, MYOPATHY, AND HEARING LOSS; EDSKMH	皮肤弹性过度综合征伴进行性脊柱侧凸、肌病和失聪；EDSKMH
OMIM:615541	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 39; MRT39	常染色体隐性遗传性智力低下39（MRT39）
OMIM:231050	GELEOPHYSIC DYSPLASIA 1; GPHYSD1	Geleophysic发育不良1（ GPHYSD1）
OMIM:203700	MITOCHONDRIAL DNA DEPLETION SYNDROME 4A (ALPERS TYPE); MTDPS4A	4A型线粒体DNA缺失综合征（Alpers综合征）；MTDPS4A
OMIM:157640	PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL DOMINANT 1; PEOA1	常染色体显性遗传渐进型线粒体DNA缺失性眼外肌麻痹症1（PEOA1）
OMIM:258450	PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE 1; PEOB1	常染色体隐性遗传型线粒体DNA缺失性渐进性眼外肌麻痹症（PEOB）
OMIM:613662	MITOCHONDRIAL DNA DEPLETION SYNDROME 4B (MNGIE TYPE); MTDPS4B	4B型 (胃肠脑病型)线粒体DNA缺失综合征；MTDPS4B
OMIM:607459	SENSORY ATAXIC NEUROPATHY, DYSARTHRIA, AND OPHTHALMOPARESIS; SANDO	感觉性共济失调性神经病伴构音障碍及眼肌麻痹（SANDO）
OMIM:300850	MENTAL RETARDATION, X-LINKED 90; MRX90	X连锁精神发育迟滞-90（MRX90）
OMIM:259450	BRUCK SYNDROME 1; BRKS1	Bruck综合征1型；BRKS1
OMIM:610968	OSTEOGENESIS IMPERFECTA, TYPE XI; OI11	成骨不全症XI型；OI11
OMIM:613730	HEMORRHAGIC DESTRUCTION OF THE BRAIN, SUBEPENDYMAL CALCIFICATION, AND CATARACTS; HDBSCC	脑出血性破坏伴室管膜下钙化、白内障（HDBSCC）
OMIM:270450	INSULIN-LIKE GROWTH FACTOR I, RESISTANCE TO	抗胰岛素生长因子I型
OMIM:228300	HYPOGONADOTROPIC HYPOGONADISM 23 WITHOUT ANOSMIA; HH23	低促性腺素性功能减退23不伴嗅觉缺失症（HH23）
OMIM:607948	MYCOBACTERIUM TUBERCULOSIS, SUSCEPTIBILITY TO	易感性结核分枝杆菌
OMIM:613254	TUBEROUS SCLEROSIS 2; TSC2	结节性硬化症2型（TSC2）
OMIM:609135	APLASTIC ANEMIA	再生障碍性贫血
OMIM:609423	HUMAN IMMUNODEFICIENCY VIRUS TYPE 1, SUSCEPTIBILITY TO	1型易患型人免疫缺陷病毒
OMIM:609532	HEPATITIS C VIRUS, SUSCEPTIBILITY TO	易感性肝炎病毒
OMIM:615573	NEPHROTIC SYNDROME, TYPE 9; NPHS9	肾病综合征类型9; NPHS9
OMIM:612016	COENZYME Q10 DEFICIENCY, PRIMARY, 4; COQ10D4	原发性辅酶Q10缺乏症4; COQ10D4
OMIM:616340	DEAFNESS, AUTOSOMAL DOMINANT 67; DFNA67	常染色体显性耳聋-67（ DFNA67）
OMIM:612438	LEUKODYSTROPHY, HYPOMYELINATING, 6; HLD6	髓鞘形成不足脑白质营养不良症-6（HLD6）
OMIM:128101	DYSTONIA 4, TORSION, AUTOSOMAL DOMINANT; DYT4	4型肌张力障碍，扭转性，常染色体显性；DYT4
OMIM:605899	GLYCINE ENCEPHALOPATHY; GCE	甘氨酸脑病（GCE）
OMIM:608971	SEVERE COMBINED IMMUNODEFICIENCY, AUTOSOMAL RECESSIVE, T CELL-NEGATIVE, B CELL-POSITIVE, NK CELL-POSITIVE	常染色体显性遗传T细胞阴性、B细胞阳性和NK细胞阳性重症联合免疫缺陷
OMIM:611277	GENERALIZED EPILEPSY WITH FEBRILE SEIZURES PLUS, TYPE 3; GEFSP3	全面性癫痫伴热性惊厥附加症，3型；GEFSP3
OMIM:607681	EPILEPSY, CHILDHOOD ABSENCE, SUSCEPTIBILITY TO, 2; ECA2	易感性儿童失神发作性癫痫-2；ECA2
OMIM:614078	CHONDRODYSPLASIA WITH JOINT DISLOCATIONS, GPAPP TYPE	软骨发育异常伴关节脱位，GPAPP型
OMIM:602541	MUSCULAR DYSTROPHY, CONGENITAL, MEGACONIAL TYPE; MDCMC	MEGACONIAL 型先天性肌营养不良（MDCMC）
OMIM:107600	APLASIA CUTIS CONGENITA, NONSYNDROMIC; ACC	非综合征型性先天性皮肤发育不良（ACC）
OMIM:615425	EPIDERMOLYSIS BULLOSA SIMPLEX, AUTOSOMAL RECESSIVE 2; EBSB2	单纯性大疱性表皮松解症，常染色体隐性遗传2型；EBSB2
OMIM:614653	NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE VI; HSAN6	神经病变，遗传性感觉和自主，VI型；HSAN6
OMIM:615821	CARDIOMYOPATHY, DILATED, WITH WOOLLY HAIR, KERATODERMA, AND TOOTH AGENESIS; DCWHKTA	扩张型心肌病伴羊毛状头发、皮肤角化病和牙齿发育不全；DCWHKTA
OMIM:607450	ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 8; ARVD8	家族性致心律失常性右室发育不良-8（ARVD8）
OMIM:607655	SKIN FRAGILITY-WOOLLY HAIR SYNDROME; SFWHS	皮肤脆性羊毛状-毛发综合征（ SFWHS）
OMIM:605676	CARDIOMYOPATHY, DILATED, WITH WOOLLY HAIR AND KERATODERMA; DCWHK	扩张型心肌病伴有羊毛状头发和角化病（DCWHK）
OMIM:612908	KERATOSIS PALMOPLANTARIS STRIATA II; PPKS2	条状掌跖角化病II型（PPKS2）
OMIM:609638	EPIDERMOLYSIS BULLOSA, LETHAL ACANTHOLYTIC; EBLA	大疱性皮肤松解，致死性皮肤棘层松解；EBLA
OMIM:138000	GLOMUVENOUS MALFORMATIONS; GVM	静脉血管球畸形
OMIM:614486	THROMBOPHILIA DUE TO THROMBOMODULIN DEFECT; THPH12	血栓调节蛋白缺陷所致血栓形成倾向
OMIM:612926	HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 6; AHUS6	溶血性尿毒症综合征，非典型，易感，6型；AHUS6
OMIM:615539	EHLERS-DANLOS SYNDROME, MUSCULOCONTRACTURAL TYPE 2; EDSMC2	Ehlers-Danlos综合征，肌肉关节挛缩型-2（EDSMC2）
OMIM:610212	DEAFNESS, AUTOSOMAL RECESSIVE 66; DFNB66	常染色体隐性遗传性耳聋-66（DFNB66）
OMIM:616217	NEPHRONOPHTHISIS 19; NPHP19	肾消耗病19（NPHP19）
OMIM:222470	TRICHOHEPATOENTERIC SYNDROME 1; THES1	毛肝小肠综合征1
OMIM:228980	FLECK RETINA, FAMILIAL BENIGN; FRFB	家族性良性斑点视网膜病
OMIM:600794	NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE VA; HMN5A	VA型远端遗传性运动神经元病；HMN5A
OMIM:269700	LIPODYSTROPHY, CONGENITAL GENERALIZED, TYPE 2; CGL2	先天性全身脂肪代谢障碍2型；CGL2
OMIM:270685	SPASTIC PARAPLEGIA 17, AUTOSOMAL DOMINANT; SPG17	17型痉挛性截瘫，常染色体显性遗传；SPG17
OMIM:615924	ENCEPHALOPATHY, PROGRESSIVE, WITH OR WITHOUT LIPODYSTROPHY; PELD	进行性脑病，伴/不伴脂肪代谢障碍（PELD）
OMIM:606002	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 1; SCAR1	常染色体隐性遗传性脊髓小脑共济失调1
OMIM:602433	AMYOTROPHIC LATERAL SCLEROSIS 4, JUVENILE; ALS4	肌萎缩性脊髓侧索硬化症4，小儿；ALS4
OMIM:235510	HENNEKAM LYMPHANGIECTASIA-LYMPHEDEMA SYNDROME 1; HKLLS1	Hennekam淋巴管扩张伴淋巴水肿综合征1（HKLLS1）
OMIM:250950	3-METHYLGLUTACONIC ACIDURIA, TYPE I; MGCA1	3-甲基戊二酰酸尿症，I型；MGCA1
OMIM:300498	MENTAL RETARDATION, X-LINKED 45; MRX45	X连锁型智力迟钝-45；MRX45
OMIM:614808	AMYOTROPHIC LATERAL SCLEROSIS 18; ALS18	肌萎缩侧索硬化18；ALS18
OMIM:600920	VAN DEN ENDE-GUPTA SYNDROME; VDEGS	Van den Ende-Gupta综合症(VDEGS)
OMIM:186921	None	LIM结构域1；LMO1
OMIM:180385	None	LIM结构域2；LMO2
OMIM:245900	LECITHIN:CHOLESTEROL ACYLTRANSFERASE DEFICIENCY	卵磷脂
OMIM:136120	FISH-EYE DISEASE; FED	鱼眼病；FED
OMIM:604273	MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 1; MC5DN1	线粒体复合物V（atp合酶）缺乏症核型1（MC5DN1）
OMIM:106300	SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1; SPDA1	易患性脊柱关节病1（SPDA1）
OMIM:608579	SEVERE CUTANEOUS ADVERSE REACTION, SUSCEPTIBILITY TO	易患性重度皮肤不良反应
OMIM:613070	LIVER FAILURE, INFANTILE, TRANSIENT; LFIT	一过性婴儿肝衰竭（LFIT）
OMIM:580000	DEAFNESS, AMINOGLYCOSIDE-INDUCED	氨基糖甙类抗生素致耳聋
OMIM:615300	PERRAULT SYNDROME 4; PRLTS4	佩罗综合征4（PRLTS4）
OMIM:613398	WARSAW BREAKAGE SYNDROME; WABS	WARSAW破损综合症（WABS）
OMIM:302800	CHARCOT-MARIE-TOOTH DISEASE, X-LINKED DOMINANT, 1; CMTX1	腓骨肌萎缩症，X连锁显性，1; CMT X1
OMIM:612644	DEAFNESS, AUTOSOMAL DOMINANT 2B; DFNA2B	常染色体显性遗传性耳聋-2B;DFNA2B
OMIM:220290	DEAFNESS, AUTOSOMAL RECESSIVE 1A; DFNB1A	失聪-1A（常染色体隐性遗传）；DFNB1A
OMIM:133200	ERYTHROKERATODERMIA VARIABILIS ET PROGRESSIVA; EKVP	进行性可变性红斑皮肤角化症（EKVP）
OMIM:149200	KNUCKLE PADS, LEUKONYCHIA, AND SENSORINEURAL DEAFNESS	指节垫，白甲病，合并感觉神经性耳聋综合征
OMIM:602540	ICHTHYOSIS, HYSTRIX-LIKE, WITH DEAFNESS	鱼鳞病，豪猪状，耳聋
OMIM:148350	KERATODERMA, PALMOPLANTAR, WITH DEAFNESS	掌跖角化病伴耳聋
OMIM:601544	DEAFNESS, AUTOSOMAL DOMINANT 3A; DFNA3A	常染色体显性遗传性耳聋3A
OMIM:124500	VOHWINKEL SYNDROME; VOWNKL	KERATOPACHYDERMIA和手足指型先天性耳聋
OMIM:220290	DEAFNESS, AUTOSOMAL RECESSIVE 1A; DFNB1A	失聪-1A（常染色体隐性遗传）；DFNB1A
OMIM:148210	KERATITIS-ICHTHYOSIS-DEAFNESS SYNDROME, AUTOSOMAL DOMINANT	角膜炎-鱼鳞病-耳聋综合征，常染色体显性遗传
OMIM:133200	ERYTHROKERATODERMIA VARIABILIS ET PROGRESSIVA; EKVP	进行性可变性红斑皮肤角化症（EKVP）
OMIM:612645	DEAFNESS, AUTOSOMAL RECESSIVE 1B; DFNB1B	常染色体隐性遗传性耳聋-1B;DFNB1B
OMIM:129500	CLOUSTON SYNDROME	Clouston综合征
OMIM:612643	DEAFNESS, AUTOSOMAL DOMINANT 3B; DFNA3B	常染色体显性遗传性耳聋-3B；DFNA3B
OMIM:220290	DEAFNESS, AUTOSOMAL RECESSIVE 1A; DFNB1A	失聪-1A（常染色体隐性遗传）；DFNB1A
OMIM:200600	ACHONDROGENESIS, TYPE IA; ACG1A	软骨发育不全，Ia型
OMIM:600807	ASTHMA, SUSCEPTIBILITY TO	哮喘，易感性
OMIM:615630	SHORT-RIB THORACIC DYSPLASIA 10 WITH OR WITHOUT POLYDACTYLY; SRTD10	短肋胸廓发育不良10伴或不伴多指畸形
OMIM:616394	RETINITIS PIGMENTOSA 71; RP71	视网膜色素变性71
OMIM:263520	SHORT-RIB THORACIC DYSPLASIA 6 WITH OR WITHOUT POLYDACTYLY; SRTD6	短肋胸廓发育不良6伴或不伴多指畸形
OMIM:616059	MIRROR MOVEMENTS 3; MRMV3	镜像动作-3（MRMV3）
OMIM:614017	CILIARY DYSKINESIA, PRIMARY, 16; CILD16	纤毛运动障碍，原发性，16；CILD16
OMIM:609796	PEELING SKIN SYNDROME 2; PSS2	2型皮肤剥脱综合征；PSS2
OMIM:613908	SPINOCEREBELLAR ATAXIA 35; SCA35	脊髓小脑性共济失调35; SCA35
OMIM:600791	DEAFNESS, AUTOSOMAL RECESSIVE 4, WITH ENLARGED VESTIBULAR AQUEDUCT; DFNB4	失聪-4（常染色体隐性遗传，伴前庭导水管扩张）；DFNB4
OMIM:248250	HYPOMAGNESEMIA 3, RENAL; HOMG3	肾低镁症-3；HOMG3
OMIM:615934	STING-ASSOCIATED VASCULOPATHY, INFANTILE-ONSET; SAVI	STING相关婴儿期发病血管病变
OMIM:613759	INFECTIONS, RECURRENT, WITH ENCEPHALOPATHY, HEPATIC DYSFUNCTION, AND CARDIOVASCULAR MALFORMATIONS	感染反复发作伴肝性脑病、肝功能异常、心血管畸形
OMIM:605231	BARDET-BIEDL SYNDROME 6; BBS6	BARDET-BIEDL综合征6；BBS6
OMIM:236700	MCKUSICK-KAUFMAN SYNDROME; MKKS	麦-考综合征（McKusick-Kaufman syndrome，MKKS）
OMIM:194080	DENYS-DRASH SYNDROME; DDS	Denys-Drash综合征；DDS
OMIM:194070	WILMS TUMOR 1; WT1	肾母细胞瘤1；WT1
OMIM:256370	NEPHROTIC SYNDROME, TYPE 4; NPHS4	肾综合症类型4;PS4
OMIM:608978	MEACHAM SYNDROME	Meacham综合征
OMIM:136680	FRASIER SYNDROME	FRASIER综合征
OMIM:156240	MESOTHELIOMA, MALIGNANT; MESOM	恶性间皮瘤（MESOM）
OMIM:155755	MELANOMA-ASTROCYTOMA SYNDROME	黑色素瘤-星形细胞瘤综合征
OMIM:606719	MELANOMA-PANCREATIC CANCER SYNDROME	melanoma-pancreatic癌症综合征
OMIM:155601	MELANOMA, CUTANEOUS MALIGNANT, SUSCEPTIBILITY TO, 2; CMM2	皮肤恶性黑色素瘤易感性-2（CMM2）
OMIM:114480	BREAST CANCER	乳腺癌
OMIM:266150	PYRUVATE CARBOXYLASE DEFICIENCY	丙酮酸羧化酶缺乏症
OMIM:256700	NEUROBLASTOMA, SUSCEPTIBILITY TO	易感性神经母细胞瘤
OMIM:615145	MICROPHTHALMIA, ISOLATED, WITH COLOBOMA 9; MCOPCB9	孤立性小眼畸形，伴缺损-9（MCOPCB9）
OMIM:607948	MYCOBACTERIUM TUBERCULOSIS, SUSCEPTIBILITY TO	易感性结核分枝杆菌
OMIM:182940	NEURAL TUBE DEFECTS, SUSCEPTIBILITY TO; NTD	易感性神经管缺陷；NTD
OMIM:609423	HUMAN IMMUNODEFICIENCY VIRUS TYPE 1, SUSCEPTIBILITY TO	1型易患型人免疫缺陷病毒
OMIM:309801	LINEAR SKIN DEFECTS WITH MULTIPLE CONGENITAL ANOMALIES 1; LSDMCA1	多发性先天异常线性皮肤缺损1型；LSDMCA1
OMIM:614416	RADIOHUMERAL FUSIONS WITH OTHER SKELETAL AND CRANIOFACIAL ANOMALIES; RHFCA	桡骨肱骨融合变异伴其他头面部及骨骼异常（RHFCA）
OMIM:612922	HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 2; AHUS2	易感性非典型溶血性尿毒症综合征2型；AHUS2
OMIM:606843	IMMUNODEFICIENCY WITH HYPER-IgM, TYPE 3; HIGM3	高IgM免疫缺陷病3型（HIGM3）
OMIM:180300	RHEUMATOID ARTHRITIS; RA	类风湿关节炎（RA）
OMIM:602083	USHER SYNDROME, TYPE IF; USH1F	IF型Usher综合征（USH1F）
OMIM:601067	USHER SYNDROME, TYPE ID; USH1D	ID型USHER综合症；USH1D
OMIM:609533	DEAFNESS, AUTOSOMAL RECESSIVE 23; DFNB23	常染色体隐性遗传性耳聋23
OMIM:300088	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 9; EIEE9	早期婴儿型癫痫性脑病9型；EIEE9
OMIM:614881	SPINAL MUSCULAR ATROPHY, DISTAL, AUTOSOMAL RECESSIVE, 5; DSMA5	脊髓性远端肌萎缩（常染色体隐性遗传病）-5；DSMA5
OMIM:603511	MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 1E; LGMD1E	肢带肌萎缩症，1E型（LGMD1E）
OMIM:614842	HYPOGONADOTROPIC HYPOGONADISM 13 WITH OR WITHOUT ANOSMIA; HH13	促性腺激素分泌不足型性腺功能减退13伴或不伴嗅觉缺失
OMIM:201000	CARPENTER SYNDROME 1; CRPT1	1型木匠综合征（CIPT1）
OMIM:611804	ELLIPTOCYTOSIS 1; EL1	1型椭圆形红细胞增多症（EL1）
OMIM:252900	MUCOPOLYSACCHARIDOSIS, TYPE IIIA; MPS3A	IIIA型粘多糖病（MPS3A）
OMIM:149400	HYPEREKPLEXIA, HEREDITARY 1; HKPX1	遗传性惊跳症I型（HKPX1）
OMIM:158320	MUIR-TORRE SYNDROME; MRTES	MUIR-TORRE综合症； MRTES
OMIM:276300	MISMATCH REPAIR CANCER SYNDROME; MMRCS	错配修复癌症综合征（MMRCS）
OMIM:120435	LYNCH SYNDROME I	林奇氏综合征 1型
OMIM:276300	MISMATCH REPAIR CANCER SYNDROME; MMRCS	错配修复癌症综合征（MMRCS）
OMIM:614350	COLORECTAL CANCER, HEREDITARY NONPOLYPOSIS, TYPE 5; HNPCC5	遗传性非息肉型结肠癌，5型；HNPCC5
OMIM:608089	ENDOMETRIAL CANCER	子宫内膜癌
OMIM:613646	METHYLMALONIC ACIDURIA DUE TO TRANSCOBALAMIN RECEPTOR DEFECT	钴胺传递蛋白受体缺失型甲基丙二酸尿症
OMIM:616413	BASAL GANGLIA CALCIFICATION, IDIOPATHIC, 6; IBGC6	先天性基底核钙化症，6；IBGC6
OMIM:233420	46,XY SEX REVERSAL 7; SRXY7	46，XY性反转7；SRXY7
OMIM:607080	46,XY GONADAL DYSGENESIS, PARTIAL, WITH MINIFASCICULAR NEUROPATHY	46，XY性腺发育不良，部分的，与小型神经束型神经病变
OMIM:600969	EPIPHYSEAL DYSPLASIA, MULTIPLE, 3; EDM3	多发性骨骺发育不良-3；EDM3
OMIM:603932	INTERVERTEBRAL DISC DISEASE; IDD	椎间盘病变（IDD）
OMIM:180300	RHEUMATOID ARTHRITIS; RA	类风湿关节炎（RA）
OMIM:615947	HYPERLIPOPROTEINEMIA, TYPE ID	高脂血症，ID型
OMIM:611040	MICROPHTHALMIA, ISOLATED 5; MCOP5	小眼症
OMIM:609549	NANOPHTHALMOS 2; NNO2	小眼球2（NNO2）
OMIM:125853	DIABETES MELLITUS, NONINSULIN-DEPENDENT; NIDDM	非胰岛素依赖型糖尿病
OMIM:615540	DEAFNESS, AUTOSOMAL RECESSIVE 76; DFNB76	常染色体隐性遗传性耳聋76（DFNB76）
OMIM:613494	IMMUNODEFICIENCY, COMMON VARIABLE, 4; CVID4	普通变量型免疫缺陷－4（CVID4）
OMIM:609579	SCAPHOCEPHALY, MAXILLARY RETRUSION, AND MENTAL RETARDATION	上颌后缩舟状头畸形及智力障碍
OMIM:101600	PFEIFFER SYNDROME	Pfeiffer综合征
OMIM:123500	CROUZON SYNDROME	克鲁松氏症候群
OMIM:101200	APERT SYNDROME	Apert综合征
OMIM:149730	LACRIMOAURICULODENTODIGITAL SYNDROME; LADD	LADD综合症；LADD
OMIM:123790	BEARE-STEVENSON CUTIS GYRATA SYNDROME; BSTVS	Beare-Stevenson皮肤旋纹综合症；BSTVS
